210	0.0244943	9.89067	15.5528
310	0.0499422	14.846	15.5528
410	0.0853455	14.0225	15.5528
510	0.103467	15.2459	15.5528
610	0.148167	5.57929	15.5528
710	0.195937	11.493	15.5528
810	0.228573	13.524	15.5528
910	0.287977	6.91221	15.5528
1010	0.34961	7.59379	15.5528
1110	0.38246	13.4962	15.5528
3110	2.00955	8.88908	15.5528
5110	4.01872	5.45927	15.5528
7110	6.45412	3.51606	15.5528
9110	9.2803	1.76347	15.5528
