1001 0.26585 0.33278
2001 0.227322 0.307952
3001 0.221293 0.306128
4001 0.217972 0.300508
5001 0.164542 0.213262
6001 0.168984 0.232763
7001 0.168851 0.229061
8001 0.169852 0.229886
9001 0.164913 0.230021
10001 0.355281 0.404473
11001 0.352613 0.40023
12001 0.35389 0.401274
13001 0.354633 0.402626
14001 0.352544 0.400277
15001 0.354085 0.402054
16001 0.352448 0.400199
17001 0.130485 0.180935
18001 0.149127 0.198162
19001 0.168402 0.229297
20001 0.166397 0.227528
21001 0.169064 0.230909
22001 0.1387 0.19293
23001 0.134048 0.187061
24001 0.133721 0.186928
25001 0.131211 0.183735
26001 0.130198 0.182691
27001 0.144139 0.199898
28001 0.143584 0.199419
29001 0.129796 0.179737
30001 0.130026 0.179783
31001 0.117669 0.168639
32001 0.115702 0.165714
33001 0.144767 0.197769
34001 0.143834 0.196527
35001 0.14276 0.195266
36001 0.113385 0.163129
37001 0.119335 0.170795
38001 0.118734 0.170235
39001 0.118268 0.169726
40001 0.118352 0.169949
41001 0.111718 0.161498
42001 0.114305 0.16464
43001 0.11503 0.164841
44001 0.117466 0.168221
45001 0.116922 0.16757
46001 0.114604 0.164582
47001 0.113112 0.162416
48001 0.113805 0.163604
49001 0.112049 0.162061
50001 0.111988 0.161912
51001 0.111123 0.160865
52001 0.110814 0.160126
53001 0.110943 0.160219
54001 0.106737 0.155415
55001 0.110681 0.160352
56001 0.109869 0.159262
57001 0.120164 0.171453
58001 0.120297 0.171734
59001 0.119274 0.170592
60001 0.0965913 0.136133
61001 0.0960104 0.135469
62001 0.0950699 0.134311
63001 0.0958613 0.135463
64001 0.0963228 0.136056
65001 0.0968715 0.136936
66001 0.0965061 0.136348
67001 0.0967043 0.136746
68001 0.12038 0.172547
69001 0.120149 0.172804
70001 0.0957759 0.13835
71001 0.0938103 0.135533
72001 0.0863954 0.125848
73001 0.08507 0.12426
74001 0.0865748 0.126317
75001 0.0841352 0.123201
76001 0.0885075 0.13328
77001 0.089785 0.135008
78001 0.0893247 0.134595
79001 0.0883774 0.133254
80001 0.0880238 0.132989
81001 0.0880598 0.133284
82001 0.0880306 0.133073
83001 0.0945188 0.139752
84001 0.0944868 0.140126
85001 0.094927 0.141074
86001 0.0951593 0.141317
87001 0.0945528 0.140325
88001 0.0945513 0.14044
89001 0.093814 0.139401
90001 0.084902 0.128644
91001 0.0848034 0.128527
92001 0.0851982 0.128971
93001 0.0929626 0.141013
94001 0.095117 0.140883
95001 0.0962514 0.142268
96001 0.0959343 0.141687
97001 0.0960139 0.142029
98001 0.0969064 0.143119
99001 0.0966713 0.142826
100001 0.0957452 0.14176
101001 0.0960984 0.142075
102001 0.0886427 0.133072
103001 0.0883539 0.132559
104001 0.087629 0.131512
105001 0.0886784 0.13299
106001 0.0872118 0.130696
107001 0.0865887 0.129741
108001 0.0871621 0.130536
109001 0.0869369 0.130316
110001 0.0846771 0.127271
111001 0.0841265 0.126622
112001 0.085168 0.128031
113001 0.0875551 0.129475
114001 0.0869127 0.129124
115001 0.0872565 0.129538
116001 0.0882125 0.130872
117001 0.0884781 0.130988
118001 0.0878616 0.129907
119001 0.087555 0.129341
120001 0.0876605 0.129465
