5000 0.045774 0.028322
6000 0.04357 0.026315
7000 0.042397 0.026381
8000 0.041634 0.02582
9000 0.039559 0.02552
10000 0.0391 0.025277
11000 0.038076 0.025021
12000 0.037561 0.025304
13000 0.036643 0.024557
14000 0.036065 0.024231
15000 0.035061 0.024641
16000 0.033506 0.023647
17000 0.033737 0.023703
18000 0.032695 0.023317
19000 0.032437 0.023558
20000 0.032349 0.02355
21000 0.031378 0.022858
22000 0.030828 0.022371
23000 0.030497 0.022312
24000 0.030247 0.022257
25000 0.030199 0.022226
26000 0.029682 0.022053
27000 0.029231 0.021747
28000 0.028583 0.021427
29000 0.028229 0.021075
30000 0.02796 0.021162
31000 0.02787 0.021065
32000 0.027361 0.020801
33000 0.027177 0.02068
34000 0.026689 0.020448
35000 0.02633 0.020463
36000 0.026548 0.020674
37000 0.025682 0.020001
38000 0.02557 0.019863
39000 0.025241 0.01977
40000 0.024769 0.01921
41000 0.024899 0.019613
42000 0.024541 0.019264
43000 0.024332 0.019175
44000 0.024094 0.01915
45000 0.024265 0.019292
46000 0.023381 0.018467
47000 0.023644 0.018957
48000 0.023972 0.019202
49000 0.023276 0.018706
50000 0.02285 0.018251
51000 0.022953 0.01857
52000 0.022755 0.018244
53000 0.022112 0.017916
54000 0.022258 0.018218
55000 0.02202 0.017913
56000 0.022126 0.018072
57000 0.021503 0.01768
58000 0.021731 0.017988
59000 0.021292 0.017512
60000 0.021508 0.017728
61000 0.021333 0.017647
62000 0.021403 0.017563
63000 0.020953 0.01732
64000 0.020945 0.017421
65000 0.020925 0.017452
66000 0.020658 0.017195
67000 0.020182 0.016878
68000 0.020262 0.017085
69000 0.020128 0.016984
70000 0.020123 0.016851
71000 0.019882 0.016702
72000 0.020018 0.016826
73000 0.019722 0.016561
74000 0.019755 0.016631
75000 0.019659 0.016593
76000 0.019424 0.016435
77000 0.01928 0.016313
78000 0.01922 0.016358
79000 0.019327 0.016431
80000 0.018992 0.016212
81000 0.019017 0.016446
82000 0.018898 0.016157
83000 0.0186 0.016006
84000 0.018522 0.015925
85000 0.018343 0.015753
86000 0.018548 0.016004
87000 0.018276 0.015803
88000 0.018226 0.015775
89000 0.017995 0.015607
90000 0.018174 0.015736
91000 0.017748 0.015403
92000 0.018227 0.015885
93000 0.017756 0.015522
94000 0.017616 0.015345
95000 0.017808 0.015479
96000 0.017681 0.01547
